painting_map_id,coordinates,tol_place_id,default_name,wylie_name,person_id,biography_id,painting_id,create_date,last_modified_user_id,last_modified_date
676,"2847,1265,2681,1161",36,Ganden,dga' ldan ,,,52,2016-07-13 13:24:00,342,2016-07-13 13:24:00
677,"2989,1357,2853,1458",63,Daklha Gampo,dwags lha sgam po,,,52,2016-07-13 13:24:34,342,2016-07-13 13:24:34
678,"2769,1566,2616,1464",951,Chimpu,mchims phu,,,52,2016-07-13 13:32:44,342,2016-07-13 13:32:44
680,"3,543,157,332,731,800",1278,Dakpa Shelri,dag pa shel ri,,,52,2016-07-13 13:47:06,342,2016-07-13 13:47:06
681,"28,828,142,795,914",822,Terdrom,"gter sgrom dgon, Zhoto Tidro",,,52,2016-07-13 13:53:34,342,2016-07-13 13:53:34
682,"1630,1790,1487,1894",39,Tashilhunpo,bkra shis lhun po,,,52,2016-07-13 16:20:02,342,2016-07-13 16:20:02
683,"1275,1616,1182,1693",574,Lhunpo Tse,lhun po rtse,,,52,2016-07-13 16:25:00,342,2016-07-13 16:25:00
684,"1372,1421,1198,1502",603,Sakya Monastery,sa skya dgon pa,,,52,2016-07-13 16:27:27,342,2016-07-13 16:32:18
685,"1576,1401,1495,1464",561,Shelkar Chode,shel dkar chos sde,,,52,2016-07-13 16:29:33,342,2016-07-13 16:29:33
686,"1255,1261,1376,1348",711,Dingri Langkhor,ding ri glang 'khor,,,52,2016-07-13 16:38:48,342,2016-07-13 16:38:48
687,"1219,1292,1134,1357",1134,Tsibri,rtsib ri dgon,,,52,2016-07-13 16:53:39,342,2016-07-13 16:53:41
688,"1912,1042,1780,1167",80,Taklung Monastery,stag lung dgon,,,52,2016-07-14 13:06:46,342,2016-07-14 13:06:46
689,"2544,2054,1500,2718",905,Potala,po ta la,,,67,2016-07-14 17:23:51,342,2016-07-14 17:34:14
690,"8,529,904,502,283",443,Chakpori,lcags po ri,,,67,2016-07-14 17:25:05,342,2016-07-14 17:25:05
691,"1830,1626,99,486",38,Drepung Monastery,bras spungs ,,,67,2016-07-14 17:29:21,342,2016-07-14 17:29:21
693,"131,040,491,164,604",91,Sangpu Neutok,gsang phu ne'u thog,,,67,2016-07-14 17:31:41,342,2016-07-14 17:31:41
694,"3531,4052,2631,4682",877,Lhasa Tsuklakhang ,lha sa gtsug lag khang,,,67,2016-07-14 17:33:40,342,2016-07-14 17:33:40
695,"2,836,211,425,242,330",878,Lukhang,klu khang,,,67,2016-07-14 17:35:44,342,2016-07-14 17:35:44
696,"2387,4995,1804,5154",723,Tengyeling,bstan rgyas gling,,,67,2016-07-19 14:32:07,342,2016-07-19 14:32:07
697,"11,797,738,431,911",,"The Fifth Dalai Lama, Ngawang Lobzang Gyatso",ta la'i bla ma 05 ngag dbang blo bzang rgya mtsho,6065,,68,2016-08-29 17:33:54,342,2016-08-29 17:33:54
698,"12,624,621,882,904",905,Potala,po ta la,,,68,2016-08-29 17:35:57,342,2016-08-29 17:37:07
699,"12,417,773,892,011",327,Reting Monastery,rwa sgreng dgon,,,68,2016-08-29 17:37:47,342,2016-08-29 17:37:47
700,"1592,2564,1098,2283",37,Sera Monastery,se ra,,,68,2016-08-29 17:39:09,342,2016-08-29 17:39:09
701,"1,872,244,816,072,220",36,Ganden,dga' ldan ,,,68,2016-08-29 17:40:24,342,2016-08-29 17:40:26
702,"1203,2576,1862,2884",877,Lhasa Tsuklakhang ,lha sa gtsug lag khang,,,68,2016-08-29 17:41:32,342,2016-08-29 17:41:32
703,"2330,1223,1789,1692",877,Lhasa Tsuklakhang ,lha sa gtsug lag khang,,,69,2016-09-07 12:48:28,342,2016-09-07 12:48:28
704,"67,227,371,172,286",723,Tengyeling,bstan rgyas gling,,,69,2016-09-07 12:49:47,342,2016-09-07 12:49:47
705,"83,210,803,201,291",874,Jebumgang Lhakhang,rje 'bum sgang lha khang,,,69,2016-09-07 12:51:40,342,2016-09-07 12:51:40
706,"8,999,701,394,805",880,Meru Dratsang,rme ru ,,,69,2016-09-07 12:53:25,342,2016-09-07 12:53:25
707,"12,163,161,736,979",,Lo Gendun Sadutshang,blo dge 'dun sa 'du tshang,13546,,71,2016-09-07 15:37:34,343,2016-09-07 15:37:42
708,"14,901,792,139,866",,Rinchen Sadutshang,rin chen sa 'du tshang,13545,,70,2016-09-07 15:49:32,343,2016-09-07 15:50:48
709,"68,448,212,941,252",,stag lha phun tshogs bkra shis,stag lha phun tshogs bkra shis,8688,,70,2016-09-07 15:51:03,343,2016-09-07 17:29:17
710,"128,78,238,242",,Rinchen Sadutshang,rin chen sa 'du tshang,13545,,72,2016-09-07 16:30:51,343,2016-09-07 16:30:51
711,"247,92,349,243",,Wangchuk Deden Shakabpa,zhwa sgab pa dbang phyug bde ldan,11950,,72,2016-09-07 16:31:54,343,2016-09-07 16:31:54
712,"356,82,461,227",,Gyalo Thondup,rgya lo don grub,,,72,2016-09-07 16:33:33,343,2016-09-07 17:25:16
714,"193,37,567,455",,Tsongkhapa Lobzang Drakpa,tsong kha pa blo bzang grags pa,8986,,73,2016-09-08 14:51:54,342,2016-09-08 14:51:54
715,"12,211,024,671,467",,Khedrubje Gelek Pelzang,mkhas grub rje dge legs dpal bzang,8027,,73,2016-09-08 14:54:20,342,2016-09-08 14:54:20
716,"1430,1966,1082,2301",,Khedrubje Gelek Pelzang,mkhas grub rje dge legs dpal bzang,8027,,73,2016-09-08 14:54:30,342,2016-09-08 14:54:30
717,"13,088,806,821,807",,Khedrubje Gelek Pelzang,mkhas grub rje dge legs dpal bzang,8027,,73,2016-09-08 14:54:43,342,2016-09-08 14:54:43
718,"2681,1632,3035,1501",,Sampho Manor house,bsam grub pho brang gzims shag,,,69,2016-09-08 15:08:23,342,2016-09-08 15:08:25
719,"2985,1156,3120,1088",,Pangdatsang Manor House,spom mda' gzims shag,,,69,2016-09-08 15:09:40,342,2016-09-08 15:09:40
721,"81,933,913,291,332",,"The Third Karmapa, Rangjung Dorje",karma pa 03 rang byung rdo rje,9201,,74,2016-09-29 13:45:31,342,2016-09-29 13:45:31
723,"30,410,506,411,612",,Bodong Paṇchen Chokle Namgyel,bo dong paN chen phyogs las rnam rgyal,4344,,74,2016-09-29 13:47:51,342,2016-09-29 13:47:51
724,"3,113,853,132,036",,Tonmi Sambhota,thon mi sam+b+ho Ta,8342,,74,2016-09-29 13:48:08,342,2016-09-29 13:48:08
726,"681,175,611,172,311",,Sachen Kunga Nyingpo,sa chen kun dga' snying po,2916,,74,2016-09-29 13:49:20,342,2016-09-29 13:49:20
727,"1192,1679,1590,2327",,Shākya Chokden,shAkya mchog ldan,6351,,74,2016-09-29 13:49:58,342,2016-09-29 13:49:58
728,"1612,1761,1907,2613",,"The Eighth Situ, Chokyi Jungne",si tu 08 chos kyi 'byung gnas,12371,,74,2016-09-29 14:00:10,342,2016-09-29 14:00:10
729,"2315,2381,1888,1696",,Longchenpa Drime Wozer,klong chen pa dri med 'od zer,2882,,74,2016-09-29 14:00:41,342,2016-09-29 14:00:41
730,"176,215,941,314,652",,Kawa Peltsek,ska ba dpal brtsegs,10881,,74,2016-09-29 14:11:47,342,2016-09-29 14:11:47
732,"7,905,252,491,057",,Vairocana,bai ro tsa na,7505,,74,2016-09-29 14:52:05,342,2016-09-29 14:52:05
745,"314,40,1093,1579",,Milarepa,mi la ras pa,3178,,77,2016-12-15 11:51:51,342,2016-12-15 11:51:51
746,"11,311,305,319,467",,"The Eighth Tatsak Jedrung, Yeshe Lobzang Tenpai Gonpo",rta tshag rje drung 08 ye shes bstan pa'i mgon po,5328,,78,2016-12-15 12:08:13,342,2016-12-15 12:39:05
747,"829,301,560,47",,"The Eighth Dalai Lama, Jampel Gyatso",ta la'i bla ma 08 'jam dpal rgya mtsho,2339,,78,2016-12-15 12:09:09,342,2016-12-15 12:09:09
748,"614,175,323,480",,"The Seventh Paṇchen Lama, bstan pa'i nyi ma",paN chen bla ma 07 bstan pa'i nyi ma,4589,,78,2016-12-15 12:09:50,342,2016-12-15 12:31:13
749,"1,052,528,816,176",,"The Seventieth Ganden Tripa, Ngawang Chopel",dga' ldan khri pa 70 ngag dbang chos 'phel,5317,,78,2016-12-15 12:11:50,342,2016-12-15 12:11:50
750,"1753,84,2102,706",,Surkhang Wangchen Gelek,zur khang dbang chen bde legs,2423,,79,2016-12-15 17:41:02,343,2016-12-15 17:41:02
751,"684,400,252,969",,kun bzang shes rab,kun bzang shes rab,9148,,80,2017-01-30 10:37:06,342,2017-01-30 10:37:06
752,"24,569,184,792",,Namcho Mingyur Dorje,gnam chos mi 'gyur rdo rje,9190,,80,2017-01-30 10:37:24,342,2017-01-30 10:37:24
753,"731,589,918,810",,karma chags med,karma chags med,9084,,80,2017-01-30 10:37:58,342,2017-01-30 10:37:58
754,"559,186,360,391",,Padmasambhava,pad+ma 'byung gnas,7442,,80,2017-01-30 10:38:32,342,2017-01-30 10:38:32
755,"101,20,268,174",,Tsongkhapa Lobzang Drakpa,tsong kha pa blo bzang grags pa,8986,,81,2017-02-01 12:49:33,342,2017-02-01 12:49:33
756,"49,155,134,269",,Khedrubje Gelek Pelzang,mkhas grub rje dge legs dpal bzang,8027,,81,2017-02-01 12:49:52,342,2017-02-01 12:49:52
757,"292,176,225,275",,Gyeltsabje Darma Rinchen,rgyal tshab rje dar ma rin chen,9095,,81,2017-02-01 12:50:11,342,2017-02-01 12:50:11
758,"0,1291,0,1291",,Begtse,,,,81,2017-02-01 12:51:57,342,2017-02-01 12:51:57
759,"987,131,612,761,635",,Damchen Garwai Nagpo,dam chen gar ba nag po,,,81,2017-02-01 12:54:30,342,2017-02-01 12:55:11
760,"22,419,976,422,818",,Machik Labdron,ma cig lab sgron,5644,,82,2017-02-03 11:24:20,342,2017-02-03 11:24:20
761,"612,1381,30,2089",,Padampa Sanggye,pha dam pa sangs rgyas,2510,,82,2017-02-03 11:24:34,342,2017-02-03 11:24:34
762,"18,393,401,143,958",,shAkya thub pa,shAkya thub pa,9986,,82,2017-02-03 11:27:09,342,2017-02-03 11:27:09
763,"894,892,225,193",,Kagyu Lama,,,,82,2017-02-03 11:27:19,342,2017-02-03 11:27:19
772,"674,32,963,470",,Jigme Lingpa,jigs med gling pa,5457,,83,2017-02-10 12:22:04,342,2017-02-10 12:22:04
773,"14,001,894,324,678",,Padmasambhava,pad+ma 'byung gnas,7442,,83,2017-02-10 12:22:20,342,2017-02-10 12:22:20
776,"388,1906,80,2362",,Kharchen Pelgyi Wangchuk,mkhar chen dpal gyi dbang   phyug,490,,83,2017-02-10 12:23:37,342,2017-02-10 12:23:37
777,"1664,2406,1272,1854",,Sokpo Pelgyi Yeshe,sog po dpal gyi ye shes,5281,,83,2017-02-10 12:23:55,342,2017-02-10 12:23:55
778,"32,450,652,66",,Namkhai Nyingpo,nam mkha'i snying po,1108,,83,2017-02-10 12:24:23,342,2017-02-10 12:24:23
779,"1648,242,1108,-2",,Nanam Yeshe De,sna nam ye shes sde,10904,,83,2017-02-10 12:24:35,342,2017-02-10 12:24:35
780,"6,604,221,114,906",,"The Fourth Drukchen, Pema Karpo",brug chen 04 pad+ma dkar po,10952,,84,2017-03-22 11:54:59,342,2017-03-22 11:54:59
781,"624,34,960,414",,Ga Lotsāwa Zhonnu Pel,rgwa lo tsA ba gzhon nu dpal,6037,,84,2017-03-22 11:55:52,342,2017-03-22 11:55:52
782,"2500,74,2144,462",,"The First Drukchen, Tsangpa Gyare Yeshe Dorje",brug chen 01 gtsang pa rgya ras ye shes rdo rje,11865,,84,2017-03-22 11:56:52,342,2017-03-22 11:56:52
783,"1808,46,2132,502",,nagarjuna,nagarjuna,7440,,84,2017-03-22 11:57:06,342,2017-03-22 12:03:50
784,"23,964,942,068,898",,Kunzang Jalu,kun bzang 'ja lus,,,84,2017-03-22 12:03:16,342,2017-03-22 12:03:16
785,"1816,22,1288,606",,rdo rje 'chang (vajradhara),rdo rje 'chang (vajradhara),354,,84,2017-03-22 12:05:13,342,2017-03-22 12:05:13
786,"1036,559,569,52",,Tangtong Gyelpo,thang stong rgyal po,4511,,85,2017-06-13 10:15:53,2,2017-06-13 10:15:53
787,"458,1425,58,970",,Jamgon Kongtrul Lodro Taye,jam mgon kong sprul blo gros mtha' yas,4358,,85,2017-06-13 10:16:28,2,2017-06-13 10:16:28
788,"238,593,627,891,398",,Jamyang Khyentse Wangpo,jam dbyangs mkhyen brtse'i dbang po,4291,,85,2017-06-13 10:17:06,2,2017-06-13 10:17:06
789,"9,282,871,348,837",,Tsarong Dasang Damdul,tsha rong zla bzang dgra 'dul,7929,,87,2017-06-15 17:11:14,343,2017-06-15 17:11:14
791,"1585,57,1845,472",,"taring, rinchen dolma",phreng ring rin chen sgrol ma,10711,,88,2017-06-16 15:30:48,343,2017-06-16 15:30:48
792,"677,677,147,77",,Atiśa Dīpaṃkara,a ti sha dI paM ka ra,5717,,89,2017-08-22 12:00:38,342,2017-08-22 12:00:38
793,"191,108,513,842,329",,Go Khukpa Lhetse,gos khug pa lhas btsas,5803,,89,2017-08-22 12:01:07,342,2017-08-22 12:01:10
794,"16,481,728,244,438",,Do Khyentse Yeshe Dorje,mdo mkhyen brtse ye shes rdo rje,9612,,90,2017-08-22 12:21:23,342,2017-08-22 12:21:23
795,"371,6,-1,393",,Longchenpa Drime Wozer,klong chen pa dri med 'od zer,2882,,90,2017-08-22 12:21:42,342,2017-08-22 12:21:42
796,"1276,1,619,445",,Padmasambhava,pad+ma 'byung gnas,7442,,90,2017-08-22 12:21:56,342,2017-08-22 12:21:56
797,"1881,390,1569,1",,Jigme Lingpa,jigs med gling pa,5457,,90,2017-08-22 12:22:30,342,2017-08-22 12:22:30
799,"734,239,41,1260",,Umapa Tsondru Sengge,dbu ma pa brtson 'grus seng ge,5693,,91,2017-08-22 12:44:55,342,2017-08-22 12:44:55
800,"162,912,402,250,207",,Tsongkhapa Lobzang Drakpa,tsong kha pa blo bzang grags pa,8986,,91,2017-08-22 12:45:11,342,2017-08-22 12:45:11
803,"1696,3360,2240,2444",,"The Seventh Dalai Lama, Kelzang Gyatso",ta la'i bla ma 07 skal bzang rgya mtsho,3107,,91,2017-08-22 13:02:58,342,2017-08-22 13:02:58
804,"155,624,667,933,356",,phun tshogs rgya mtsho,phun tshogs rgya mtsho,5778,,91,2017-08-22 13:08:38,342,2017-08-30 9:37:34
805,"631,3369,13,2480",,"The Fifth Paṇchen Lama, Lobzang Yeshe",paN chen bla ma 05 blo bzang ye shes,2180,,91,2017-08-22 13:10:50,342,2017-08-22 13:18:33
807,"20,182,210,507,812",,"The Fourth Drukchen, Pema Karpo",brug chen 04 pad+ma dkar po,10952,,93,2017-11-01 16:51:19,342,2017-11-01 16:51:19
808,"227,411,271,878,628",,Rechungpa Dorje Drakpa,ras chung pa rdo rje grags pa,6699,,93,2017-11-01 16:51:45,342,2017-11-01 16:51:45
809,"5,301,165,104,706",,Milarepa,mi la ras pa,3178,,93,2017-11-01 16:51:57,342,2017-11-01 16:51:57
810,"660,506,227,46",,Marpa Chokyi Lodro,mar pa chos kyi blo gros,4354,,93,2017-11-01 16:52:09,342,2017-11-01 16:52:09
811,"20,242,102,278,800",,Sachen Kunga Nyingpo,sa chen kun dga' snying po,2916,,94,2017-11-02 15:12:40,342,2017-11-02 15:12:40
812,"55,648,412,561,210",,Milarepa,mi la ras pa,3178,,95,2018-01-16 15:40:28,342,2018-01-16 15:40:28
817,"139,524,227,591,210",,Marpa Chokyi Lodro,mar pa chos kyi blo gros,4354,,95,2018-01-16 16:46:00,342,2018-01-16 16:46:00
818,"273,834,038,281,326",,Gampopa Sonam Rinchen,sgam po pa bsod nams rin chen,3168,,95,2018-01-16 16:46:44,342,2018-01-16 16:46:44
820,"7,647,797,035,439",,Sokpo Pelgyi Yeshe,sog po dpal gyi ye shes,5281,,97,2018-01-24 19:18:09,342,2018-01-24 19:18:11
821,"3775,4326,1119,1626",,Padmasambhava,pad+ma 'byung gnas,7442,,97,2018-01-24 19:18:22,342,2018-01-24 19:18:22
822,"2123,2954,1696,2424",,Yeshe Tsogyel,ye shes mtsho rgyal,10373,,98,2018-02-01 19:45:39,342,2018-02-01 19:45:39
823,"15,047,421,662,000",,Padmasambhava,pad+ma 'byung gnas,7442,,98,2018-02-01 19:46:03,342,2018-02-01 19:46:03
824,"18,934,011,872,204",,Jatson Nyingpo,ja' tshon snying po,11572,,99,2018-02-02 16:10:40,342,2018-02-02 16:10:40
825,"311,616,126,484,676",,Machik Labdron,ma cig lab sgron,5644,,100,2018-03-12 15:33:35,342,2018-03-12 15:33:38
826,"769,784,45,1532",,Padampa Sanggye,pha dam pa sangs rgyas,2510,,100,2018-03-12 15:33:55,342,2018-03-12 15:33:55
827,"763,1537,4,2298",,"The Second Karmapa, Karma Pakshi",karma pa 02 karma pak+Shi,2776,,100,2018-03-12 15:34:20,342,2018-03-12 15:34:20
828,"3989,1510,3229,2226",,Drapa Ngonshe,grwa pa mngon shes,7114,,100,2018-03-12 15:34:45,342,2018-03-12 15:34:45
829,"177,193,222,941,605",,Machik Labdron,ma cig lab sgron,5644,,101,2018-03-12 19:50:37,342,2018-03-12 19:50:37
830,"2279,1232,2565,1537",,rgyal ba don grub,rgyal ba don grub,5645,,101,2018-03-12 19:53:13,342,2018-03-12 19:53:13
831,"21,044,081,925,656",,shAkya thub pa,shAkya thub pa,9986,,101,2018-03-12 19:59:05,342,2018-03-12 19:59:06
832,"7,788,613,871,244",,Padampa Sanggye,pha dam pa sangs rgyas,2510,,101,2018-03-12 19:59:36,342,2018-03-12 19:59:36
833,"689,636,464,870",,Padmasambhava,pad+ma 'byung gnas,7442,,101,2018-03-12 19:59:53,342,2018-03-12 19:59:53
836,"115,013,619,381,619",,"The Third Karmapa, Rangjung Dorje",karma pa 03 rang byung rdo rje,9201,,101,2018-03-12 20:08:00,342,2018-03-12 20:08:00
837,"374,485,511,746",,tai lo pa,tai lo pa,6424,,101,2018-03-12 20:08:49,342,2018-03-12 20:08:49
838,"663,508,830,719",,nA ro pa,nA ro pa,5398,,101,2018-03-12 20:09:44,342,2018-03-12 20:09:44
839,"36,111,441,721,308",,"The Second Karmapa, Karma Pakshi",karma pa 02 karma pak+Shi,2776,,101,2018-03-12 20:13:37,342,2018-03-12 20:13:37
840,"93,210,907,531,288",,saraha,saraha,8746,,101,2018-03-12 20:15:20,342,2018-03-12 20:15:20
841,"3,628,992,061,102",,asanga,asanga,8700,,101,2018-03-12 20:16:25,342,2018-03-12 20:16:25
842,"31,513,091,391,471",,rgya nag gcer bu,rgya nag gcer bu,5651,,101,2018-03-12 20:21:59,342,2018-03-12 20:21:59
843,"91,714,947,421,732",,bsod nams bla ma,bsod nams bla ma,5643,,101,2018-03-12 20:27:43,342,2018-03-12 20:27:43
845,"26,781,143,185,712",,Yeshe Tsogyel,ye shes mtsho rgyal,10373,,102,2018-10-30 16:16:30,342,2018-10-30 16:16:30
846,"291,772,833,611,402",,gyur med mthu stobs rnam rgyal,gyur med mthu stobs rnam rgyal,8115,,102,2018-10-30 16:16:44,342,2018-10-30 16:21:56
847,"336,587,738,071,471",,"The Fifth Shechen Rabjam, Pema Tekchok Tenpai Gyeltsen",zhe chen rab 'byams 05 pad+ma theg mchog bstan pa'i rgyal mtshan,9884,,102,2018-10-30 16:18:17,342,2018-10-30 16:51:25
848,"35,432,103,140,802",,pad+ma 'gyur med rgya mtsho,pad+ma 'gyur med rgya mtsho,5023,,102,2018-10-30 16:18:43,342,2018-10-30 16:21:28
849,"35,363,823,924,885",,d+harma shrI,d+harma shrI,9275,,102,2018-10-30 16:22:21,342,2018-10-30 16:24:28
850,"26,992,792,095,953",,Padmasambhava,pad+ma 'byung gnas,7442,,102,2018-10-30 16:24:58,342,2018-10-30 16:24:58
851,"1,469,086,551,495",,Jamgon Kongtrul Lodro Taye,jam mgon kong sprul blo gros mtha' yas,4358,,102,2018-10-30 16:28:22,342,2018-10-30 16:28:22
852,"11,517,315,781,283",,pad+ma gsang sngags bstan 'dzin chos rgyal,pad+ma gsang sngags bstan 'dzin chos rgyal,13591,,102,2018-10-30 16:30:49,342,2018-10-30 16:30:49
853,"69,392,433,901",,rin chen rnam rgyal,rin chen rnam rgyal,9352,,102,2018-10-30 16:32:29,342,2018-10-30 16:32:29
855,"7,951,541,308,706",,Vairocana,bai ro tsa na,7505,,102,2018-10-30 16:34:04,342,2018-10-30 16:35:21
856,"16,239,986,302,146",,Śākyamuni,,,,91,2018-11-01 14:38:24,342,2018-11-01 14:38:24
857,"831,270,411,798",,gyur med rdo rje,gyur med rdo rje,9633,,102,2018-11-02 17:17:41,342,2018-11-02 17:17:41
858,"1777,1300,2233,2302",,Bodhisattva Maitreya,,,,91,2018-11-04 14:18:21,342,2018-11-04 14:18:29
859,"2254,2350,1723,1306",,Bodhisattva Mañjuśrī,,,,91,2018-11-04 14:23:57,342,2018-11-04 14:23:57
860,"17,247,998,792,553",,Namkhai Nyingpo,nam mkha'i snying po,1108,,103,2019-01-09 15:27:28,342,2019-01-09 15:27:28
861,"1060,6,719,435",,Tsongkhapa Lobzang Drakpa,tsong kha pa blo bzang grags pa,8986,,105,2019-02-01 18:44:55,342,2019-02-01 18:44:55
862,"781,129,463,525",,Gyeltsabje Darma Rinchen,rgyal tshab rje dar ma rin chen,9095,,105,2019-02-01 18:46:23,342,2019-02-01 18:46:23
863,"13,441,501,022,486",,Khedrubje Gelek Pelzang,mkhas grub rje dge legs dpal bzang,8027,,105,2019-02-01 18:46:34,342,2019-02-01 18:46:34
865,"1820,77,2476,681",,Dromton Gyelwa Jungne,brom ston rgyal ba'i 'byung gnas,4267,,107,2019-04-23 18:26:55,342,2019-04-23 18:26:55
866,"720,105,17,629",,Atiśa Dīpaṃkara,a ti sha dI paM ka ra,5717,,107,2019-04-23 18:30:41,342,2019-04-23 18:30:41
867,"75,224,722,953,022",,Atiśa Dīpaṃkara,a ti sha dI paM ka ra,5717,,108,2019-05-02 15:08:23,342,2019-05-02 15:08:23
868,"3122,3360,80,82",352,Toling Monastery,mtho lding dgon,,,109,2019-11-15 16:10:01,342,2019-11-15 16:10:01
869,"219,396,410,700",,Lobsang Phuntsok Lhalungpa,blo bzang phun tshogs lha lung pa,13628,,110,2019-12-09 13:36:17,342,2019-12-09 13:36:17
872,"173,268,536,345",,Lobsang Phuntsok Lhalungpa,blo bzang phun tshogs lha lung pa,13628,,114,2019-12-10 18:03:02,342,2019-12-10 18:03:02
874,"217,627,602,685",,Lobsang Phuntsok Lhalungpa,blo bzang phun tshogs lha lung pa,13628,,115,2019-12-10 18:35:30,342,2019-12-10 18:35:30
875,"264,433,742,504",,Lobsang Phuntsok Lhalungpa,blo bzang phun tshogs lha lung pa,13628,,116,2019-12-17 14:35:00,342,2019-12-17 14:35:00
876,"130,89,444,228",,ngag dbang kun dga' theg chen   dpal 'bar,ngag dbang kun dga' theg chen   dpal 'bar,8641,,116,2019-12-17 14:36:47,342,2019-12-17 14:36:47
877,"499,553,734,600",,Lobsang Phuntsok Lhalungpa,blo bzang phun tshogs lha lung pa,13628,,117,2019-12-17 14:42:07,342,2019-12-17 14:42:07
878,"100,239,012,531,067",,Diki Lhalungpa,,,,110,2019-12-21 14:13:45,342,2019-12-21 14:19:35
879,"468,456,676,879",,Sogyal Rinpoche,,,,110,2019-12-21 14:18:59,342,2019-12-21 14:18:59
880,"125,135,915,631,067",,Harold Talbott,,,,110,2019-12-21 14:19:46,342,2019-12-21 14:19:46
881,"1,443,220,826",,Jigme Rigden Lhalungpa,,,,110,2019-12-21 14:20:25,342,2019-12-21 14:20:25
882,"406,67,753,482",,Khon Lui Wangpo,khon klu'i dbang po,1370,,118,2020-05-15 16:27:29,342,2020-05-15 16:27:29
883,"1311,62,1692,472",,Sachen Kunga Nyingpo,sa chen kun dga' snying po,2916,,118,2020-05-15 16:27:43,342,2020-05-15 16:27:43
884,"29,017,827,682,431",,Yutok Yonten Gonpo,g.yu thog yon tan mgon po,5312,,74,2020-06-19 15:49:37,342,2020-06-19 15:49:37
885,"183,699,822,711,738",,Tāranātha,tA ra nA tha,2712,,74,2020-06-22 13:45:13,342,2020-06-22 13:45:13
887,"7,363,481,021,772",,spyi bo lhas pa,spyi bo lhas pa,1268,,119,2020-07-21 16:54:13,342,2020-07-21 16:54:13
888,"2830,1351,2595,1658",,blo gsal rgya mtsho,blo gsal rgya mtsho,10539,,119,2020-07-21 17:33:48,342,2020-07-21 17:33:48
889,"16,517,374,721,361",,kun bzang chos kyi nyi ma,kun bzang chos kyi nyi ma,4323,,119,2020-07-21 17:36:04,342,2020-07-21 17:36:04
890,"2548,1577,2216,1238",,"The Twenty-First Sakya Tridzin, Lodro Gyeltsen",sa skya khri 'dzin 21 blo gros rgyal mtshan,7348,,119,2020-07-21 17:37:54,342,2020-07-21 17:37:54
891,"78,112,694,811,624",,dpal ldan legs pa,dpal ldan legs pa,1273,,119,2020-07-21 17:39:40,342,2020-07-21 17:39:40
892,"2,828,130,325,721,010",,"kun dga' bkra shis, theg chen   chos rje","kun dga' bkra shis, theg chen   chos rje",5916,,119,2020-07-21 17:47:18,342,2020-07-21 17:47:18
893,"16,381,891,996,605",,Tsembupa Darma Wozer,tshem bu pa dar ma 'od zer,12838,,119,2020-07-21 17:48:50,342,2020-07-21 17:48:50
894,"47,210,411,481,354",,Lama Dampa Sonam Gyeltsen,bla ma dam pa bsod nams rgyal mtshan,2491,,119,2020-07-21 17:52:08,342,2020-07-21 17:52:08
895,"279,172,724,481,086",,Zhonnu Sengge,gzhon nu seng+ge,11909,,119,2020-07-21 17:54:34,342,2020-07-21 17:54:34
896,"2,687,175,511,074",,Jangsem Gyelwa Yeshe ,byang sems rgyal ba ye shes,2803,,119,2020-07-21 17:57:43,342,2020-07-21 17:57:43
897,"22,334,732,511,859",,Tukje Tsondru,thugs rje brtson 'grus,11307,,119,2020-07-21 17:58:19,342,2020-07-21 17:58:19
898,"5,195,877,031,317",,"The Sixth Tseten Zhabdrung, Jigme Rigpai Lodro",tshe tan zhabs drung 06 'jigs med rigs pa'i blo gros,2948,,120,2020-08-24 16:52:28,342,2020-08-24 16:52:28
900,"6,965,349,641,295",,Meu Gyelpo Pelgon Trinle Rabten,rme'u rgyal po dpal mgon 'phrin las rab brtan,13655,,120,2020-08-24 16:57:49,646,2020-08-24 23:29:07
901,"2,856,115,121,313",,Gyelrong Choktse Gyalpo,rgyal rong cog tse rgyal po,,,120,2020-08-24 23:46:23,342,2020-08-24 23:53:52
902,"8,471,365,115,438",,Gampopa Sonam Rinchen,sgam po pa bsod nams rin chen,3168,,37,2020-09-16 17:29:18,342,2020-09-16 17:29:18
903,"16,423,308,811,383",,"The First Karmapa, Dusum Khyenpa",karma pa 01 dus gsum mkhyen pa,2683,,37,2020-09-16 17:29:31,342,2020-09-16 17:29:31
905,"9,621,059,688,394",,E. Gene Smith,"jam dbyangs rnam rgyal Smith, E. Gene",,,110,2021-02-16 16:54:41,342,2021-02-16 16:54:41
906,"56,211,115,621,111",,Lobsang Palden ,,,,121,2021-07-01 18:58:52,2,2021-07-01 18:59:28
907,"5,395,747,571,109",,"Thupten Gyau"" """,,,,121,2021-07-01 18:59:48,2,2021-07-01 18:59:48
908,"75,850,610,201,066",,Baba Gyen Yeshi Kalsang,,,,121,2021-07-01 19:00:12,2,2021-07-01 19:00:12
909,"99,748,811,911,068",,Tsongkha Lhamo Tsering ,,,,121,2021-07-01 19:00:47,2,2021-07-01 19:00:47
910,"117,454,013,321,062",,Loten Chéso,,,,121,2021-07-01 19:01:07,2,2021-07-01 19:01:07
912,"149,148,317,481,104",,Dhakpa Dorje (?),,,,121,2021-07-01 19:01:49,2,2021-07-01 19:01:49
913,"1,556,763,491,132",,"Nima Pagla"" """,,,,121,2021-07-01 19:03:31,2,2021-07-01 19:03:31
