community_id,community_name,wylie_name,tibetan,chinese,en_variants,bo_x_ewtx_variants,zh_hani_variants,sa_deva_variants,ru_cyrl_variants,mn_cyrl_variants,mn_mong_variants
861,Yungdrung Ling,g.yung drung gling dgon,གཡུང་དྲུང་གླིང་དགོན།,,Yungdrungling; yongzhonglin si; rela yongzhonglin si,ra lag g.yung drung gling; rab legs g.yung drung gling; ru lag g.yung drung gling dgon; yun po ru lag g.yung drung gling dgon,雍仲林寺; 热拉拥仲林寺,,,,
862,Drak Yerpa,brag yer pa,བྲག་ཡེར་པ།,,zhayeba si; yeba si,,扎叶巴寺; 叶巴寺,,,,
863,Drak Yongdzong,bsgrags yongs rdzong ,བསྒྲགས་ཡོངས་རྫོང་།,,Drak Yangdzong; Drayangdzong; Drakyongdzong; Dra Yongdzong; zha yangzong si,bsgrags yongs rdzogs; yongs rdzong; sgrags kyi yang rdzong gshin rje rol pa'i pho brang; bsgrags yongs rdzong gshin rje rol pa'i sgrub gnas,扎央宗寺,,,,
865,Banak Zhol Gyelkhang,sbra nag zhol rgyal khang ,སྦྲ་ནག་ཞོལ་རྒྱལ་ཁང་།,,Banak Shol; Banakshol,,,,,,
866,Barkor Jampa Lhakhang,bar skor byams pa lha khang ,བར་སྐོར་བྱམས་པ་ལྷ་ཁང་།,,Jamkhang; byams khang; Jampa Lhakhang,,,,,,
867,Barkor Mani Lhakhang,bar skor ma Ni lha khang ,བར་སྐོར་མ་ཎི་ལྷ་ཁང་།,,Mani Lhakhang; Miwang Khorlo,,,,,,
868,Barkor Mani Lhakhang Shar,bar skor ma Ni lha khang shar ,བར་སྐོར་མ་ཎི་ལྷ་ཁང་ཤར་།,,Eastern Barkor Mani Lhakhang,,,,,,
869,Karchung Monastery,dkar chung,དཀར་ཆུང་།,,Karchung Ramagang; Sangda Karchung; Karchung temple,skar chung lha khang; rgyal sde dkar chung lha khang,,,,,
870,Taktser,stag mtsher,སྟག་མཚེར།,,,yab gzhis stag mtsher; yab gzhis stag lha,,,,,
871,Drib Tsechokling,grib tshe mchog gling ,གྲིབ་ཚེ་མཆོག་གླིང་།,,Tsechok Ling; Tsemchok Ling; Drib Tsechok Samten Ling; cejuelin si; zhi cequelin; caiquelin,tshe mchog gling; grib tshe mchog bsam gtan gling,策觉林寺; 治策却林; 蔡却林,,,,
872,Palden Lhamo Shrine,dpal lha'i tsha khang,དཔལ་ལྷའི་ཚ་ཁང་།,,Panden Lhamo Shrine,,,,,,
873,Gesar Lhakhang,ge sar lha khang,གེ་སར་ལྷ་ཁང་།,,Barmari; bamare si; gesa-er lakang; mofanshan guandi miao,bar ma ri; bar ma ri lha khang,巴玛热寺; 格萨尔拉康; 磨盘山关帝庙,,,,
874,Jebumgang Lhakhang,rje 'bum sgang lha khang,རྗེ་འབུམ་སྒང་ལྷ་ཁང་།,吉崩岗拉康,Jebum temple; jibenggang lakang,rje 'bum lha khang,,,,,
875,Karmashak Tsenkhang,karma shag btsan khang,ཀརྨ་ཤག་བཙན་ཁང་།,,Karmasha; karma shag; gamaxia si,,嘎玛夏寺,,,,
877,Lhasa Tsuklakhang ,lha sa gtsug lag khang ,ལྷ་ས་གཙུག་ལག་ཁང་།,,Jokhang; Rasa Trulnang Tsuklakhang; dazhao si; zulakang; juekang,ra sa 'phrul snang gtsug lag khang; jo khang; ra sa 'phrul snang gi gtsug lag khang,大昭寺; 祖拉康; 觉康,,,,
878,Lukhang,klu khang ,ཀླུ་ཁང་།,龙王潭,Dzonggyab Lukhang; longwangtan; zongjiao lukang,rdzong rgyab klu khang,龙王潭,,,,
879,Lingtsang Labrang,gling tshang bla brang,གླིང་ཚང་བླ་བྲང་།,,,,,,,,
880,Meru Dratsang,rme ru grwa tshang/,རྨེ་རུ་གྲྭ་ཚང༎,,New Meru; Meru Gonsar; Meru Puntsok Norbu Ling; xin muru si,rme ru dgon gsar; rme ru phun tshogs nor bu'i gling,新木如寺,,,,
881,Tsokha Monastery,mtsho kha dgon pa,མཚོ་ཁ་དགོན་པ།,措卡寺,,,,,,,
882,Trijang Labrang,khri byang bla brang,ཁྲི་བྱང་བླ་བྲང་།,,,,,,,,
883,Kunsangtse,kun bzang rtse,ཀུན་བཟང་རྩེ།,,,,,,,,
884,Demo Labrang,de mo bla brang,དེ་མོ་བླ་བྲང་།,,,,,,,,
887,Armory,dmag spyi khang ,དམག་སྤྱི་ཁང་།,,Magchikhang; Makshikhang; Magshikhang,,,,,,
888,Treasury,dngul par khang,དངུལ་པར་ཁང་།,,Ngul Parkhang; Ngu Barkhang,,,,,,
889,Shol Printery,zhol spar khang shar dga' ldan phun tshogs gling ,ཞོལ་སྤར་ཁང་ཤར་དགའ་ལྡན་ཕུན་ཚོགས་གླིང་།,,Shol Parkhang; Shol Barkhang; Shoel Printing House; Zhol Parkhang,,,,,,
890,Shol Office,zhol pa las khungs,ཞོལ་པ་ལས་ཁུངས།,,Shol Lekhung; Shoelpa Laekung; Zhol Lekhung,,,,,,
892,Namgyel,rnam rgyal,རྣམ་རྒྱལ།,,Namgyel Dratsang; Namgyel Tantric College; Tse Namgyel Dratsang; nanjia si,rtse rnam rgyal grwa tshang,南嘉寺,,,,
893,Nechung,gnas chung,གནས་ཆུང་།,,Nechung Dorje Drayang Ling; naiqiong si; naiqiong zhayanglin,gnas chung grwa tshang; rdo rje sgra dbyangs gling; gnas chung rdo rje sgra dbyangs gling,乃穷寺; 乃穷扎央林,,,,
894,Northern Rigsum Gonpo Lhakhang,byang rigs gsum mgon po'i lha khang,བྱང་རིགས་གསུམ་མགོན་པོའི་ལྷ་ཁང་།,,Jang Rigsum Gonpo Lhakhang; North Sanyou Temple,,,,,,
895,South-Eastern Rigsum Gonpo Shrine,lho shar rigs gsum mgon po'i lha khang,ལྷོ་ཤར་རིགས་གསུམ་མགོན་པོའི་ལྷ་ཁང་།,,Lho Shar Rigsum Gonpo,,,,,,
896,South-Western Rigsum Gonpo Lhakhang,lho nub rigs gsum mgon po'i lha khang,ལྷོ་ནུབ་རིགས་གསུམ་མགོན་པོའི་ལྷ་ཁང་།,,Lho Nub Rigsum Gonpo Lhakhang,,,,,,
897,Southern Rigsum Gonpo Lhakhang,lho rigs gsum mgon po'i lha khang,ལྷོ་རིགས་གསུམ་མགོན་པོའི་ལྷ་ཁང་།,,Lho Rigsum Gonpo Lhakhang,,,,,,
898,Rabsel Tsenkhang,rab gsal btsan khang,རབ་གསལ་བཙན་ཁང་།,,raosai zankang,,绕赛赞康,,,,
899,Ramoche ,ra mo che gtsug lag khang,ར་མོ་ཆེ་གཙུག་ལག་ཁང་།,小昭寺,jiada remuqi zulakang; xiaozhao si,rgya stag ra mo che; rgya btab ra mo che gtsug lag khang;,小昭寺; 甲达热木齐祖拉康,,,,
900,Shide Dratsang,bzhi sde grwa tshang ,བཞི་སྡེ་གྲྭ་ཚང་།,,Shide Dratsang; xide si; xidelin,bzhi sde dga' ldan bsam gtan gling,希德寺; 席德寺; 锡德林,,,,
902,Shatra,gzims shag bshad sgra,གཟིམས་ཤག་བཤད་སྒྲ།,,Shedra; Puntsok Khangsar,,,,,,
903,Tromsikhang,"grom gzigs khang, Tromzikhang","གྲོམ་གཟིགས་ཁང,་ཊྲོམཟིཁང་།",,Tromzikhang,,,,,,
904,Nangtseshar,snang rtse shar,སྣང་རྩེ་ཤར།,,Nangtseshak,snang rtse shag las khungs,,,,,
905,Potala,po ta la,པོ་ཏ་ལ།,布达拉宫,bu da la gong,pho brang po ta la; pho brang khri rtse dmar po,布达拉宫; 布達拉宮,,,,
906,Norbulingkha,nor bu gling kha,ནོར་བུ་གླིང་ཁ།,,Norbulingka; Norbu Lingka Palace; luobu linka gongdian,,罗布林卡; 羅布林卡,,,,
907,Sera Ngakpa Dratsang,se ra sngags pa grwa tshang ,སེ་ར་སྔགས་པ་གྲྭ་ཚང་།,,Sera Ngakpa College,,,,,,
908,Drepung Deyang College,bras spungs bde yangs grwa tshang,འབྲས་སྤུངས་བདེ་ཡངས་གྲྭ་ཚང་།,,,,,,,,
909,Drepung Ngakpa Dratsang,bras spungs sngags pa grwa tshang ,འབྲས་སྤུངས་སྔགས་པ་གྲྭ་ཚང་།,,,,,,,,
910,Nyarma,mya ma,མྱ་མ།,,,nyar ma; nynar ma,,,,,
911,Darpoling Tsenkhang,dar po gling btsan khang,དར་པོ་གླིང་བཙན་ཁང་།,,,,,,,,
912,Tsepak Lhakhang,tshe dpag lha khang,ཚེ་དཔག་ལྷ་ཁང་།,,Tsepag Lhakhang,,,,,,
913,Trode Khangsar,spro bde khang gsar,སྤྲོ་བདེ་ཁང་གསར།,,Pode Khangsar; zhuode kangsa,,卓德康萨,,,,
914,Riwo Choling,ri bo chos gling,རི་བོ་ཆོས་གླིང་།,,,,日乌曲林,,,,
915,Mentsikhang,sman rtsis khang ,སྨན་རྩིས་ཁང་།,门孜康,Mentseekhang; Menzikang,,,,,,
917,Nyimalung Monastery,nyi ma lung dgon,ཉི་མ་ལུང་དགོན།,,,,,,,,
920,Labrang Kālacakra College,bla brang dus 'khor grwa tshang,བླ་བྲང་དུས་འཁོར་གྲྭ་ཚང་།,,Labrang Tashikhyil Dukhor Dratsang,e waM chos 'khor gling,,,,,
921,Labrang Medical College,bla brang sman pa grwa tshang,བླ་བྲང་སྨན་པ་གྲྭ་ཚང་།,,,,,,,,
922,Labrang Hevajra College,bla brang kyai rdor grwa tshang,བླ་བྲང་ཀྱཻ་རྡོར་གྲྭ་ཚང་།,,,,,,,,
923,Mejung Tosam Ling,"Tosam ling, rmad byung thos bsam gling","ཊོསམ་ལིང,་རྨད་བྱུང་ཐོས་བསམ་གླིང་།",,,smad byung thos bsam gling,,,,,
924,Kumbum Tantric College,sku 'bum rgyud pa grwa tshang,སྐུ་འབུམ་རྒྱུད་པ་གྲྭ་ཚང་།,,,,,,,,
925,Kumbum Medical College,sku 'bum sman pa grwa tshang,སྐུ་འབུམ་སྨན་པ་གྲྭ་ཚང་།,,,,,,,,
926,Kumbum Kālacakra College,sku 'bum 'dus 'khor grwa tshang,སྐུ་འབུམ་འདུས་འཁོར་གྲྭ་ཚང་།,,,,,,,,
927,Kumbum Debate College,,,,,,,,,,
928,Zhitro Lhakhang,zhi khro'i lha khang ,ཞི་ཁྲོའི་ལྷ་ཁང་།,,Yidam Lhakhang,rgya 'bum sgang zhi khro'i lha khang,,,,,
934,Zhitok Labrang,gzhi thog bla brang,གཞི་ཐོག་བླ་བྲང་།,,,,,,,,
935,Rinchen Gang Labrang,rin chen sgang bla brang,རིན་ཆེན་སྒང་བླ་བྲང་།,,,,,,,,
936,Ducho Labrang,dus mchod bla brang,དུས་མཆོད་བླ་བྲང་།,,,,,,,,
937,Lhakhang Labrang,lha khang bla brang,ལྷ་ཁང་བླ་བྲང་།,,,,,,,,
938,Drolma Podrang,sgrol ma pho brang,སྒྲོལ་མ་ཕོ་བྲང་།,,,,,,,,
939,Puntsok Podrang,phun tshogs pho brang,ཕུན་ཚོགས་ཕོ་བྲང་།,,,,,,,,
941,Rongwo Tantric College,rong po rgyud pa grwa tshang,རོང་པོ་རྒྱུད་པ་གྲྭ་ཚང་།,,,,,,,,
942,Rongwo Kālacakra College,rong po dus 'khor grwa tshang,རོང་པོ་དུས་འཁོར་གྲྭ་ཚང་།,,,dus 'khor grwa tshang gsang sngags dar rgyas gling,,,,,
943,Samdrub Gonsar,bsam grub dgon gsar,བསམ་གྲུབ་དགོན་གསར།,,,,,,,,
944,Ngangkyel Chode,ngang skyal chos sde,ངང་སྐྱལ་ཆོས་སྡེ།,,,,,,,,
945,Legon Chokyi Podrang ,gle dgon chos kyi pho drang,གླེ་དགོན་ཆོས་ཀྱི་ཕོ་དྲང་།,,,,,,,,
947,Ikh Khuree,da khu re dgon,ད་ཁུ་རེ་དགོན།,,Urga; Ikh Khuree; Da Khuree,,,,,,
949,Tashi Tongmon,bkra shis mthong smon,བཀྲ་ཤིས་མཐོང་སྨོན།,,,,,,,,
951,Samye Chimpu,bsam yas mchims phu,བསམ་ཡས་མཆིམས་ཕུ།,青浦,Samye Chimphu; qingpu,mchims phu,青浦,,,,
952,Tanak Dorjeden,rta nag rdo rje gdan,རྟ་ནག་རྡོ་རྗེ་གདན།,,,,,,,,
954,Dzaka,dzaHka dgon,ཛཿཀ་དགོན།,,zhaga si; zhongyi si,dzaH ka dgon; dzaHka dgon gsang sngags rab brtan gling,扎嘎寺,,,,
955,Tsashul,rtsa shul dgon,རྩ་ཤུལ་དགོན།,,Tashi Monastery,sde dge rtsa shul dgon; rtswa shul dgon; bkra shis mdo sngags dar rgyas gling,扎西寺,,,,
956,Ngedongyi Chozhi Gonde,nges don gyi chos gzhi dgon sde,ངེས་དོན་གྱི་ཆོས་གཞི་དགོན་སྡེ།,,,,,,,,
957,Dartsang Kelzang Monastery,brda tshang bskal bzang dgon,བརྡ་ཚང་བསྐལ་བཟང་དགོན།,,,,,,,,
958,Gyelteng Monastery,rgyal steng dgon,རྒྱལ་སྟེང་དགོན།,,,,,,,,
959,Pangsa Monastery,spang sa dgon,སྤང་ས་དགོན།,邦萨寺,,,,,,,
960,Wolkha Samling Monastery,ol kha bsam gling dgon,འོལ་ཁ་བསམ་གླིང་དགོན།,桑林寺,Olkha Samling; Woka Samling,bsam gtan gling,,,,,
961,Khakyong Drak,mkha' skyong brag,མཁའ་སྐྱོང་བྲག།,,,,,,,,
962,Tashi Dokha,bkra shis rdo kha,བཀྲ་ཤིས་རྡོ་ཁ།,,,,,,,,
964,Lekshe Ling,legs bshad gling,ལེགས་བཤད་གླིང་།,,,,,,,,
968,Rumtek,rum theg,རུམ་ཐེག།,,Rumtek Monastery; Dharmachakra Centre; longde si; rongding si,rum stegs dgon pa; karma thub bstan chos 'khor gling; rum stegs karma thub bstan chos 'khor gling; rum btegs dgon pa; rum stegs dgon pa,荣定寺; 隆德寺,,,,
970,Rudam Yangwen Sengdruk Puk,ru dam yang dben seng phrug phug,རུ་དམ་ཡང་དབེན་སེང་ཕྲུག་ཕུག།,,,,,,,,
971,Gampo Zanglung,sgam po zangs lung,སྒམ་པོ་ཟངས་ལུང་།,,,,,,,,
972,Tsur Lhalung,mtshur lha lung,མཚུར་ལྷ་ལུང་།,,,,,,,,
974,Tsādra Rinchen Drak,tsA 'dra rin chen brag,ཙཱ་འདྲ་རིན་ཆེན་བྲག།,,,,,,,,
976,Dzamtang Gepel Hermitage,dge 'phel ri khrod,དགེ་འཕེལ་རི་ཁྲོད།,,Gepel Ritro,,,,,,
977,Yutok Monastery,g.yu thog dgon,གཡུ་ཐོག་དགོན།,,,,,,,,
979,Bora,bo ra,འབོ་ར།,,bo la si,bo ra'i dgon pa,博拉寺,,,,
981,Tsongkhapa Lhakhang,tsong kha pa lha khang,ཙོང་ཁ་པ་ལྷ་ཁང་།,,,,,,,,
982,Tege ,the ge,ཐེ་གེ།,,tege dargye ling; tege sangngak dargye ling; tiegai si,the ge gsang sngags dar rgyas gling,,,,,
983,Pari Drigung,bri gung,འབྲི་གུང་།,,Pari Drigung; Drigung Ganden Lekshe Ling,dpa' ris 'bri gung; bri gung dgon dga' ldan legs bshad gling,,,,,
984,Tashi Chopel Dratsang,bkra shis chos 'phel grwa tshang ,བཀྲ་ཤིས་ཆོས་འཕེལ་གྲྭ་ཚང་།,,Dashchoinpel; Tashi Chopel Dratsang; Ulzii khutgiin nomiig arwijuulagch,,,,,,
985,Jakhyung Rito Pendeling,bya khyung ri stod phan bde gling,བྱ་ཁྱུང་རི་སྟོད་ཕན་བདེ་གླིང་།,,Ba Rito Gon; rideng si,ba' ri stod dgon; ri stod dgon,日登寺,,,,
986,Nyangto Sertreng Monastery,myang stod ser phreng dgon,མྱང་སྟོད་སེར་ཕྲེང་དགོན།,,,,,,,,
987,Kyoda Monastery,skyo mda' dgon,སྐྱོ་མདའ་དགོན།,,,,,,,,
988,Serwo,ser bo,སེར་བོ།,,Xiao bao si,,肖包寺,,,,
989,Dzongsho,rdzong shod,རྫོང་ཤོད།,,Dzongsho Deshek Dupai Podrang,rdzong shod bde gshegs 'dus pa'i pho brang,,,,,
991,Tsongkhapa Hall,,,,,,,,,,
992,Wenne Gurulung,dben gnas gu ru lung,དབེན་གནས་གུ་རུ་ལུང་།,,,,,,,,
994,Khacho Deden,mkha' spyod bde ldan,མཁའ་སྤྱོད་བདེ་ལྡན།,,,,,,,,
995,Kyipuk Deden,skyid phug bde ldan,སྐྱིད་ཕུག་བདེ་ལྡན།,,,,,,,,
996,Bardrok Dorje Ling,bar 'brog rdo rje gling,བར་འབྲོག་རྡོ་རྗེ་གླིང་།,班庆寺,,,,,,,
997,Bamo Choding,sba mo chos sdings,སྦ་མོ་ཆོས་སྡིངས།,,,,,,,,
999,Mokpa Lhatse,mog pa lha rtse,མོག་པ་ལྷ་རྩེ།,,,,,,,,
1000,Zurlung Pelchen Lhakhang,zur lung dpal chen lha khang ,ཟུར་ལུང་དཔལ་ཆེན་ལྷ་ཁང་།,,,,,,,,
1001,Nekhar Monastery,gnas mkhar dgon,གནས་མཁར་དགོན།,,,,,,,,
1002,Raknyak,rag nyag dgon,རག་ཉག་དགོན།, 热尼牙寺,rangniang si; reniya si,rag nyag dgon phun tshogs theg chen gling; rwa nyag phun tshogs theg chen gling,让娘寺; 热尼牙寺,,,,
1004,Rigdzin Rapel Ling,rig 'dzin rab 'phel gling,རིག་འཛིན་རབ་འཕེལ་གླིང་།,,,,,,,,
1005,Jakrong,jag rong,ཇག་རོང་།,,,,,,,,
1009,Khyungritang,khyung ri thang dgon pa,ཁྱུང་རི་ཐང་དགོན་པ།,,Khyungritang Gonpa; Khyungritang Monastery; Lusho Khyungritang Gonpa,klu shod khyung ri thang dgon pa,,,,,
1010,Tsopu,mtsho phu dgon,མཚོ་ཕུ་དགོན།,,Tsophu Monastery; Tsopu Gon; Tram Tsopu; cuopu si,tram mtsho phu; mtsho zur dgon; nyag rong mtsho phu dgon,措普寺,,,,
1012,Nyamyo Jashong Monastery,mnyam yod bya gshong,མཉམ་ཡོད་བྱ་གཤོང་།,,,,,,,,
1013,Garje,sga rje bde chen dgon,སྒ་རྗེ་བདེ་ཆེན་དགོན།,,deqing si,,德青寺,,,,
1014,Katok Drakdong Ritro,kaH thog brag gdong ri khrod,ཀཿ་ཐོག་བྲག་གདོང་རི་ཁྲོད།,,,,,,,,
1015,Gyelrong Ritro,rgyal rong ri khrod,རྒྱལ་རོང་རི་ཁྲོད།,,,,,,,,
1016,Litang Nyingma Dratsang,li thang rnying ma grwa tshang ,ལི་ཐང་རྙིང་མ་གྲྭ་ཚང་།,,ningma zhacang; ningma zhachong si; ningma si,le thang rnying ma grwa tshang,宁玛扎仓; 宁玛扎冲寺; 宁玛寺,,,,
1017,Drugu Gon,gru gu dgon,གྲུ་གུ་དགོན།,,zhugu si,tho gru gu dgon,珠古寺,,,,
1018,Langling Monastery,glang gling dgon,གླང་གླིང་དགོན།,,,,,,,,
1019,Wikcho Dzong, wig chos dzong ,ཝིག་ཆོས་ཛོང་།,,,,,,,,
1020,Tashi Choling Hermitage,bkra shis chos gling ri khrod,བཀྲ་ཤིས་ཆོས་གླིང་རི་ཁྲོད།,,,,,,,,
1021,Chubzang Hermitage (Sera),chu bzang ri khrod,ཆུ་བཟང་རི་ཁྲོད།,,,,,,,,
1022,Ani Tsemkhung,a ni mtshams khung ,ཨ་ནི་མཚམས་ཁུང་།,仓姑寺,Ani Tsangkung,,,,,,
1023,Driru Drubde,bri ru sgrub sde,འབྲི་རུ་སྒྲུབ་སྡེ།,,Takpu Drubde Genden Lukzang Kunpel Ling,stag phu sgrub sde dge ldan lugs bzang kun 'phel gling,,,,,
1024,Kumbum Printing Press,sku 'bum par khang,སྐུ་འབུམ་པར་ཁང་།,,,sku 'bum byams pa gling par khang,,,,,
1025,Nalatse Nepoche,na la tse gnas po che,ན་ལ་ཙེ་གནས་པོ་ཆེ།,,,,,,,,
1036,Menkhar Pende Ling,sman mkhar phan bde gling,སྨན་མཁར་ཕན་བདེ་གླིང་།,,,,,,,,
1037,Kongpo Chabkar,kong po chab dkar,ཀོང་པོ་ཆབ་དཀར།,,,,,,,,
1038,Nakdo Monastery,nags mdo dgon blo bzang bde chen gling ,ནགས་མདོ་དགོན་བློ་བཟང་བདེ་ཆེན་གླིང་།,七步寺,qibu si,blo bzang bde chen gling; nags mdo dgon dga' ldan chos gling,七步寺,,,,
1041,Banshul,ban shul dgon bshad sgrub rin chen gling,བན་ཤུལ་དགོན་བཤད་སྒྲུབ་རིན་ཆེན་གླིང་།,万秀讲修宝洲,wanxiu si; wanxiu jiangxiu baozhou,bshad sgrub rin chen gling,,,,,
1042,Nyegon,rnye dgon,རྙེ་དགོན།,尼尔寺,Nyedrubde Lhundrub Chodzong,lhun grub chos rdzong; rnye dgon lhun grub chos rdzong; rnye sgrub sde lhun grub chos rdzong,,,,,
1043,Datsen,mda' tshan dgon bkra shis dga' ldan gling,མདའ་ཚན་དགོན་བཀྲ་ཤིས་དགའ་ལྡན་གླིང་།,达参寺,Serlung; Datshen; dacan si; saierlong si,,赛尔龙寺,,,,
1044,Sengge Shong Mago,seng+ge gshong ma mgo dgon pa,སེངྒེ་གཤོང་མ་མགོ་དགོན་པ།,五屯下庄寺,Senggeshong Mago Gonpa; wutun xiazhuang si,seng+ge gshong ma mgo dgon pa dge ldan phun tshogs chos gling,,,,,
1045,Sengge Shong Yago,seng+ge gshong ya mgo dgon pa,སེངྒེ་གཤོང་ཡ་མགོ་དགོན་པ།,五屯上庄寺,Senggeshong Yagotsang; wutun shangzhuang si,seng+ge gshong ya mgo dgon pa; dpal ldan chos 'byor gling,,,,,
1046,Rongme Karmo Taktsang,rong me dkar mo stag tshang ,རོང་མེ་དཀར་མོ་སྟག་ཚང་།,,,dkar mo stag tshang sgrub sde; 'chi med dkar mo stag tshang,,,,,
1049,Atsagat Datsan,dga' ldan dar rgyas gling,དགའ་ལྡན་དར་རྒྱས་གླིང་།,,Ganden Dargyeling,,,,Ацагaтский дацaн; Асагадай дасан; Гандан Даржалинг,Ацагaтский дацaн; Асагадай дасан; Гандан Даржалинг,
1050,Benchok Ritro,ban cog ri khrod,བན་ཅོག་རི་ཁྲོད།,,,,,,,,
1051,Nyima Changra,nyi ma lcang ra'i bshad grwa,ཉི་མ་ལྕང་རའི་བཤད་གྲྭ།,,,,,,,,
1052,Kalapa,ka la pa ri khrod,ཀ་ལ་པ་རི་ཁྲོད།,,,,,,,,
1053,Namkha Dzod,nam mkha' mdzod,ནམ་མཁའ་མཛོད།,,,,,,,,
1054,Chepa Darge Gon,chas pa dar dge dgon phun tshogs dar rgyas gling ,ཆས་པ་དར་དགེ་དགོན་ཕུན་ཚོགས་དར་རྒྱས་གླིང་།,却巴达格寺,queba dage si,,,,,,
1055,Datsan Gunzechoinei,,,,,,,,Дацан Гунзэчойнэй,Дацан Гунзэчойнэй,
1056,Lek Gon,legs dgon,ལེགས་དགོན།,勒干寺,legan si,legs rgan dgon; rdza legs rgan dgon; sde dge rdza legs rgan dgon; legs dgon gsang chen smin grol chos gling,,,,,
1065,Nālandā,nA len+dra,ནཱ་ལེནྡྲ།,那烂陀寺,,,,नालंदा,,,
1066,Tharpaling,brug yul thar pa gling,འབྲུག་ཡུལ་ཐར་པ་གླིང་།,,Tharpaling,,,,,,
1068,Chubar Hermitage,chu bar,ཆུ་བར།,,Wenne Chubar,dben gnas chu bar,,,,,
1069,Ngodu Monastery,ngo 'du dgon,ངོ་འདུ་དགོན།,,,,,,,,
1070,Sera Tekchen Chokhorling,se ra theg chen chos 'khor gling,སེ་ར་ཐེག་ཆེན་ཆོས་འཁོར་གླིང་།,,Serta Sera Monastery,gser thar se ra dgon,,,,,
1071,Bennak,pan nag,པན་ནག།,班那合寺,Benak; Bannak,ban nag,班那合寺,,,,
1072,Seula Chokhor Dorjeden,se'u la chos 'khor rdo rje ldan,སེའུ་ལ་ཆོས་འཁོར་རྡོ་རྗེ་ལྡན།,,Sela Gon; Sela Chonkhor Dorje Den,,,,,,
1073,Māratika,mA ra ti ka,མཱ་ར་ཏི་ཀ།,,Maratika Chimey Takten Choling,,,,,,
1075,Gyari Castle,rgya ri mkhar,རྒྱ་རི་མཁར།,,,,,,,,
1077,Rigo Tashi Chodzong Castle ,ri sgo bkra shis chos rdzong,རི་སྒོ་བཀྲ་ཤིས་ཆོས་རྫོང་།,,,,,,,,
1081,Tso Pema,mtsho pad ma,མཚོ་པད་མ།,,Rewalsar,mtsho pad+ma,,,,,
1082,Yarlha Shampo,yar lha sham po,ཡར་ལྷ་ཤམ་པོ།,,Sipai Gangri Yarlha Shambu,yar lha sham bu,,,,,
1083,Khawa Karpo,kha ba dkar po,ཁ་བ་དཀར་པོ།,卡瓦格博,Kawa Karpo; Kawagarbo; Kawagabo,,卡瓦格博,,,,
1084,Kailash,gangs ti se,གངས་རིན་པོ་ཆེ།,冈仁波齐峰,Gang Tise; Yungdrung Gutsek; Gang Rinboqe Feng ,gangs rin po che,吉罗娑山,कैलाश,,,
1085,Tsāri,tsA ri,ཙཱ་རི,匝日神山,Pure Crystal Mountain; Ne Dakpa Shelri; Takpa Shelri; Tsari,tsA ri; dag pa shel ri,匝日神山,,,,
1086,Amnye Machen,a myes rma chen,ཨ་མྱེས་རྨ་ཆེན།,阿尼玛卿雪山,Amne Machin; Machen Pomra; ani maqin xueshan,rma chen spom ra; rma rgyal spom ra; rma rgyal gangs ri,阿尼玛卿雪山,,,,
1087,Khapung,kha spungs,ཁ་སྤུངས།,卡崩寺,kabeng si kafeng si,,卡堋寺,,,,
1088,Trewel Ude,kre wel dbu sde,ཀྲེ་ཝེལ་དུ་སྡེ།,,,,,,,,
1089,Dungkar,dung dkar,དུང་དཀར།,,Dunkar,dun bkar,,,,,
1091,Khyage,khya dge dgon,ཁྱ་དགེ་དགོན།,恰盖寺,Kyage Gon Leksheling; Kyage,legs bshad gling; khya dge dgon legs bshad gling,,,,,
1092,Sadutshang Manor House,gzims shag sa 'du tshang ,གཟིམས་ཤག་ས་འདུ་ཚང་།,,,,,,,,
1093,Ongsum,ong gsum dga' ldan chos 'phel gling ,ཨོང་གསུམ་དགའ་ལྡན་ཆོས་འཕེལ་གླིང་།,巴楞寺,baleng si,ong gsum dgon dga' ldan tshogs 'phel gling,,,,,
1094,Tashi Yanggon,bkra shis yang dgon,བཀྲ་ཤིས་ཡང་དགོན།,,,,,,,,
1095,Tosam Norbu Lhunpo,thos bsam nor bu lhun po,ཐོས་བསམ་ནོར་བུ་ལྷུན་པོ།,,,,,,,,
1096,Muksang,rmugs sangs,རྨུགས་སངས།,,,,,,,,
1097,Yulkhyong Monastery,yul skyong dgon,ཡུལ་སྐྱོང་དགོན།,,,,,,,,
1099,Bhutan House,mi 'gyur ngon dpar dga ba'i pho brang,མི་འགྱུར་ངོན་དཔར་དག་བའི་ཕོ་བྲང་།,,,,,,,,
1100,Tashi Gepel Ling,bkra shis dge 'phel,བཀྲ་ཤིས་དགེ་འཕེལ།,,,,,,,,
1101,Lotsawa Lhakhang,lo tsA ba lha khang,ལོ་ཙཱ་བ་ལྷ་ཁང་།,,Shangrong Lhakhang,,,,,,
1102,Alchi Chokhor,a lci,ཨ་ལྕི།,,,,,,,,
1103,Likir,klu 'khyil,ཀླུ་འཁྱིལ།,,,,,,,,
1104,Yilhung Lhagyel,yid lhung lha rgyal,ཡིད་ལྷུང་ལྷ་རྒྱལ།,拉加寺,Yilung Lhagyel,,,,,,
1105,Shukgang Monastery,shug sgang dgon,ཤུག་སྒང་དགོན།,修公寺,,shug sgang 'od gsal lhun grub gling,,,,,
1106,Domang Monastery,mdo mang dgon,མདོ་མང་དགོན།,,,,,,,,
1107,Tsangda Monastery,gtsang mda',གཙང་མདའ།,,,,,,,,
