community_id,tbrc_id,community_name,wylie_name,wylie_name_script,chinese_name,description,wikidata_id
1470,,Birla House,sbir la ha'o si,སྦིར་ལ་ཧའོ་སི།,,"<p>
	Birla House, presently known as Temple Tree, is located in Happy Valley, Mussoorie, northern India. The Dalai Lama and his entourage stayed at Birla House after fleeing Tibet in 1959.&nbsp;</p>",
1471,,Chopra House,cob ra ha'o si,ཅོབ་ར་ཧའོ་སི།,,"<p>
	Chopra House, a private residence in Upper Dharamsala, India, was the home of the <a href=""/biographies/view/Sixth-Ling-Rinpoche/TBRC_P4559"">Sixth Ling Rinpoche</a> for most of his life. He named it Lobzang Chokyi Kyetsel (blo bzang chos kyi skyes tshal), or Tsongkhapa&#39;s Teaching Grove. The Indian government offered a portion of the building for Ling&#39;s residence in 1960.&nbsp;</p>",
1472,,Drepung (India),'bras spungs,འབྲས་སྤུངས།,,"<p>
	Upon arriving in India from Tibet, monks of Drepung were temporarily housed with Buddhist monks from all schools and monasteries at <a href=""/geographies/view/Tosam-Tardo-Ling/TBRC_TOL1473"">Tosam Tardo Ling</a> at Buxa Duar from 1959-1969. The monks were later relocated to South India in 1969, where they reestablished the Drepung Monastery in exile. Modelled after Drepung, one of the three great monasteries in central Tibet, its monastic colleges Loseling and Gomang are attended by thousands of monks.&nbsp;</p>
<p>
	&nbsp;</p>",
1473,,Buxa Chogar Tosam Tardo Ling,sbag sa chos sgar thos bsam thar 'dod gling,སྦག་ས་ཆོས་སྒར་ཐོས་བསམ་ཐར་འདོད་གླིང།,,"<p>
	Tosam Tardo Ling College for the Preservation of Buddhist Culture was a school established in Buxa Duar, northern India, in the 1960s to provide education to resently resettled monks from Tibet. The education model was based on western and Indian systems instead the traditional Tibetan model. Unprecedented in Tibetan history, Tosam Tardo Ling was a community of Tibetan monastics from all Buddhist traditions, headed by eight abbots.</p>",
1474,,Ganden Tritok Khang (India),dga' ldan khri thog khang,དགའ་ལྡན་ཁྲི་ཐོག་ཁང།,,"<p>
	Ganden Tritok Khang, is located at Ganden Monastery in-exile, in Karnataka, India. It is the office of the Throne Holders, or Tripa, of Ganden Monastery, who, as successors to <a href=""/biographies/view/Tsongkhapa-Lobzang-Drakpa/TBRC_P64"">Tsongkhapa Lobzang Drakpa</a>, are considered the leaders of the Geluk tradition.&nbsp;</p>",
1475,,Ganden Pelgye Ling,dga' ldan 'phel rgyas gling,དགའ་ལྡན་འཕེལ་རྒྱས་གླིང།,,"<p>
	Ganden Pelgye Ling is a Geluk monastery in Bodh Gaya, India. It was founded in 1938. In 1978 a renovated protector chapel was consecrated by the <a href=""/biographies/view/Sixth-Ling-Rinpoche/TBRC_P4559"">Sixth Ling Rinpoche</a>, who was appointed abbot in 1965. Since 1998, it is considered a branch of <a href=""/geographies/view/Namgyel-Monastery/TBRC_G4249"">Namgyel Monastery</a>.&nbsp;</p>",
1476,,Chokhor Ling,chos 'khor gling,ཆོས་འཁོར་གླིང།,,"<p>
	Chokhor Ling is a monastery in Rikon, Switzerland that was consecrated in 1968 by <a href=""/biographies/view/Trijang-Rinpoche/TBRC_P2596"">Trijang Rinpoche</a> and <a href=""/biographies/view/Ling-Rinpoche/TBRC_P4559"">Ling Rinpoche</a>, the two principal tutors of the Fourteenth Dalai Lama. Among the first Tibetan Buddhist monastic communities in the West, it is&nbsp;the first Tibetan Buddhist monastery in Switzerland and western Europe.&nbsp;</p>",Q3152652
1477,,Ganden (India),dga' ldan,དགའ་ལྡན།,,"<p>
	Ganden Monastery in exile, located in Karnataka in southern India, was established in 1969 by monastic communities who had been temporarily settled at <a href=""/geographies/view/Tosam-Tardo-Ling/TBRC_TOL1473"">Tosam Tardo Ling</a> in Buxa Duar. Shartse and Jangtse monastic colleges were re-established and are attended by thousands of students.&nbsp;</p>",
1478,,Ling Khamtsen (India),gling khams tshan,གླིང་ཁམས་ཚན།,,"<p>
	Ling Khamtsen in-exile is the residence of the Ling incarnation at <a href=""/geographies/view/Drepung-Monastery/TBRC_TOL1472"">Drepung Monastery</a> in Karnataka, southern India. It was founded in 1974 and was consecrated by the Fourteenth Dalai Lama. The <a href=""/biographies/view/Sixth-Ling-Rinpoche/TBRC_P4559"">Sixth Ling Rinpoche</a> briefly resided at the residence in Mundgod, though his primary home was at <a href=""/geographies/view/Chopra-House/TBRC_TOL1471"">Chopra House</a> in Dharamsala.&nbsp;&nbsp;</p>",
1479,,Labsum Shedrub Ling,bslab gsum bshad sgrub gling,བསླབ་གསུམ་བཤད་སྒྲུབ་གླིང།,,"<p>
	Labsum Shedrub Ling, founded as the Lamaist Buddhist Monastery of America and also known as the Tibetan Buddhist Learning Center, is a non-sectarian monastery in Washington, New Jersey that was founded in 1958 by <a href=""/biographies/view/Geshe-Wangyal/TBRC_P4556"">Geshe Wangyal</a>. In 1984 a newly built temple was consecrated by the Fourteenth Dalai Lama. It is considered the first Tibetan Buddhist monastery in the United States.</p>",
1480,G2455,Pombora Khamtsen,spom 'bo ra khams tshan,སྤོམ་འབོ་ར་ཁམས་ཚན།,,"<p>
	Pombora Khamtsen was one of the larger monastic residence houses at <a href=""/geographies/view/Sera-Mey-Monastery/TBRC_G237"">Sera Me</a>&nbsp;monastic college of <a href=""/geographies/view/Sera-Monastery/TBRC_TBRC-ID"">Sera Monastery</a>.&nbsp;Traditionally home to monks from Litang, Mili, Gyeltang, Samling and Gangling regions of Kham, some of its famous residents included&nbsp;the <a href=""/biographies/view/Sixty-Fifth-Ganden-Tripa-Gendun-Tsultrim/TBRC_P355"">Sixty Fifth Ganden Tripa Gendun Tsultrim</a>.</p>",
1481,G1KR795,Ngopu Yangchen Puntsok Ling,sngo phu yang can phun tshogs gling,སྔོ་ཕུ་ཡང་ཅན་ཕུན་ཚོགས་གླིང།,红坡寺,"<p>
	Ngopu is a Geluk monastery in Jang. It was founded in 1574 as a Kagyu monastery, and converted in 1674.</p>",
1482,G1527,Bomrak Ganden Dondrub Ling,sbom rag dga' ldan don grub gling,སྦོམ་རག་དགའ་ལྡན་དོན་གྲུབ་གླིང།,噶丹东竹林寺,"<p>
	Bomrak is a Geluk monastery in Jang. It was founded around 1575 as a Kagyu monastery, and converted in 1677 to the Geluk tradition.</p>",
1486,G3091,Adu Yakgo,a 'dus yag mgo dgon,ཨ་འདུས་ཡག་མགོ་དགོན།,,"<p>
	Adu Yakgo was a Geluk monastery in Ngawa. It was established in 1395 by <a href=""/biographies/view/Tsongkhapa/TBRC_P64"">Tsongkhapa</a>&#39;s disciple <a href=""/biographies/view/Tsakho-Ngawang-Drakpa/TBRC_P3477"">Tsakho Ngawang Drakpa</a>.&nbsp;</p>",
1487,G3183,Datsang,da tshang dgon,ད་ཚང་དགོན།,大藏寺,"<p>
	Datsang is a Geluk monastery in Gyarong. It was founded in 1414 by <a href=""/biographies/view/Tsakho-Ngawang-Drakpa/TBRC_P3477"">Tsakho Ngawang Drakpa</a>, a disciple of <a href=""/geographies/view/Tsongkhapa/TBRC_P64"">Tsongkhapa</a>.&nbsp;</p>",
1488,G2706,Damtok,'dam thog dgon,འདམ་ཐོག་དགོན།,当头寺,"<p>
	Damtok is a large Sakya monastery in the Yushu region of northwestern Kham.&nbsp;</p>",
1489,G2715,Tridu Kelzang,khri 'du skal bzang dgon,ཁྲི་འདུ་སྐལ་བཟང་དགོན།,尕藏寺,"<p>
	Tridu Kelzang is a Sakya monastery in the Yushu region of northwestern Kham.&nbsp;</p>",
1490,G515,Serjong,ku se gser ljongs,ཀུ་སེ་གསེར་ལྗོངས།,,"<p>
	Serjong is a Sakya monastery in the Kuse region of Derge. Famous for its printing house, it was established by <a href=""/biographies/view/Pakpa-Lodro-Gyeltsen/TBRC_P1048"">Pakpa Lodro Gyeltsen</a> in the thirteenth century. In the mid-twentieth century it was the seat of <a href=""/biographies/view/Khenpo-Appey-Yonten-Zangpo/TBRC_P5949"">Khenpo Appey Yonten Zangpo</a>. Its monastic college followed the curriculum of thirteen Sanskrit classics devised by <a href=""/biographies/view/Khenpo-Zhenga/TBRC_P699"">Khenpo Zhenga</a>.&nbsp;&nbsp;</p>
<p>
	&nbsp;</p>
<p>
	&nbsp;</p>",
1491,G1647,Guzi,'gu zi dgon,འགུ་ཟི་དགོན།,俄支寺,"<p>
	Guzi is a small Sakya monastery in the Lingtsang region of Derge. It was founded in the thirteenth century by <a href=""/biographies/view/Pakpa-Lodro-Gyeltsen/TBRC_P1048"">Pakpa Lodro Gyeltsen</a>.&nbsp;</p>",
1492,G1KR1602,Takmo Lingkha,stag mo gling kha,སྟག་མོ་གླིང་ཁ།,达摩林卡寺,"<p>
	Takmo Lingkha is a Sakya monastery in the Mu valley. It was founded by <a href=""/biographies/view/Muchen-Konchok-Gyeltsen/TBRC_P1034"">Muchen Konchok Gyeltsen</a> in 1436. <a href=""/biographies/view/Lama-Dampa/TBRC_P973"">Lama Dampa</a> gave the Lamdre there in 1930s or 1940s.&nbsp;</p>",
1493,G512,Baradrak Dondrubding,'ba' ra brag don grub lding,འབའ་ར་བྲག་དོན་གྲུབ་ལྡིང།,巴热扎嘎寺,"<p>
	Baradrak Dondrubding is a monastery belonging to the Barawa Kagyu tradition in the Shang Valley. It was established by <a href=""/biographies/view/Barawa-Gelek-Pelzang/TBRC_P1932"">Barawa Gelek Pelzang</a> in the fourteenth century.&nbsp;</p>",
1494,G2MS14675,Lumbini,,,蓝毗尼,"<p>
	Lumbini is the birthplace of the Buddha Śākyamuni. It is located in southern Nepal. An Ashokan pillar, dating to the third century BCE, is extant, as are a number of ruins and a tank said to be where the Buddha&#39;s mother, Mahāmāyā, bathed before giving birth.&nbsp;</p>",
1496,G3266,Dzinda Neseb,'dzin mda' gnas gseb,འཛིན་མདའ་གནས་གསེབ།,,"<p>
	Dzinda Neseb is a hermitage in the Ga region of northern Kham. It was established in the mid-nineteenth century by <a href=""/biographies/view/Ngawang-Shedrub-Gyatso/TBRC_P7667"">Ngawang Shedrub Gyatso</a> and is associated with <a href=""/geographies/view/Tarlam-Monastery/TBRC_G2552"">Tarlam Monastery</a> in Jyekundo.&nbsp;</p>",
1497,G3269,Dzonyak Samdrub,mdzo nyag bsam grub,མཛོ་ཉག་བསམ་གྲུབ།,,"<p>
	Dzonyak Samdrub is a small Sakya monastery in the Ga region of Yushu, Kham. The <a href=""/biographies/view/Third-Dezhung-Rinpoche/TBRC_P7679"">Third Dezhung Rinpoche</a> studied there in the early 1920s under <a href=""/biographies/view/Gaton-Ngawang-Lekpa/TBRC_P812"">Gaton Ngawang Lekpa</a>.&nbsp;</p>",
1498,G1KR2785,Tubten,thub bstan dgon,ཐུབ་བསྟན་དགོན།,,"<p>
	Tubten is a Sakya monastery in Yushu, Kham. It was originally a Bon institution, and converted in the thirteenth century.&nbsp;</p>",
1499,G1KR2784,Dzonggo,rdzong mgo dgon,རྫོང་མགོ་དགོན།,,"<p>
	Dzonggo is a Sakya monastery in Yushu. It should not be confused with the Nyingma <a href=""/geographies/view/Dzonggo-Monastery/TBRC_G2CN10949"">Dzonggo Monastery</a> in Derge.&nbsp;</p>",
1500,G4454,Jasa Lhakhang,bya sa lha khang,བྱ་ས་ལྷ་ཁང།,恰萨拉康,"<p>
	Jasa Lhakhang, a temple outside of Tsetang, was in existence by the ninth century. It contains an image of Vairocana that is said to have been sponsored by Pelkortsen, Langdarma&#39;s grandson. Over the centuries it has been associated with the Kadam tradition and later the Sakya.&nbsp;</p>",
1501,,Druk Dechen Chokhor,'brug bde chen chos 'khor,འབྲུག་བདེ་ཆེན་ཆོས་འཁོར།,德庆曲果寺,"<p>
	Dechen Chokhor is a Drukpa Kagyu monastery in southern Tibet. It was founded in the sixteenth century by the <a href=""/biographies/view/First-Dechen-Yongdzin,-Ngawang-Zangpo/TBRC_P874"">First Dechen Yongdzin, Ngawang Zangpo</a>.&nbsp;</p>",
1502,,Karma Chokhor Dechen Ling,karma chos 'khor bde chen gling,ཀརྨ་ཆོས་འཁོར་བདེ་ཆེན་གླིང།,,"<p>
	Karm&eacute; Ch&ouml;khor Dechen Ling is a nunnery above Rumtek in Sikkim that was initiated by the <a href=""/biographies/view/Sixteenth-Karmapa/TBRC_P865"">Sixteenth Karmapa</a> in the 1970s. It was completed by 1985.</p>",
1504,G4732,Ka-Nying Shedrub Ling,bka' rnying bshad sgrub gling,བཀའ་རྙིང་བཤད་སྒྲུབ་གླིང།,,"<p>
	Ka-Nying Shedrub Ling is a monastery located near the Boudha stūpa in Kathmandu, Nepal. It was established on orders of the <a href=""/biographies/view/Sixteenth-Karmapa/TBRC_P865"">Sixteenth Karmapa</a> to <a href=""/biographies/view/Tulku-Urgyen-Rinpoche/TBRC_P9901"">Tulku Urgyen Rinpoche</a>, whose sons, Chokyi Nyima and Chokling, took on leadership roles in the institution.&nbsp;</p>",Q6343110
1506,,Karma Migyur Ling,karma mi 'gyur gling,ཀརྨ་མི་འགྱུར་གླིང།,,"<p>
	Karma Migyur Ling is a Karma Kagyu Buddhist center in Montchardon, France. It was founded in 1975 by the <a href=""/biographies/view/Sixteenth-Karmapa,-Rangjung-Rigpai-Dorje/TBRC_P865"">Sixteenth Karmapa, Rangjung Rigpai Dorje</a>. Lama Teunsang was appointed spiritual director in 1976. It was built on land donated by a student of <a href=""/biographies/view/Kalu-Rinpoche/TBRC_P938"">Kalu Rinpoche</a>, Jean-Pierre Schnetzler.&nbsp;</p>",Q86526962
1507,,Dhagpo Kagyu Ling,dwags po bka’ brgyud gling,དྭགས་པོ་བཀའ་བརྒྱུད་གླིང།,,"<p>
	Dhagpo Kagyu Ling is a Kagyu Buddhist center in Dordogne, France that was founded in 1975 under the direction of Lamas Gendun and Jigme Tsewang on the orders of the <a href=""/biographies/view/Sixteenth-Karmapa/TBRC_P865"">Sixteenth Karmapa</a>. It is considered the European seat of the Karma Kagyu tradition under&nbsp;Trinley Thaye Dorje, one of two claimants to the title of Seventeenth Karmapa.&nbsp;</p>",
1508,,Buddhistisk Center Kobenhavn,,,,"<p>
	Buddhistisk Center K&oslash;benhavn, or Buddhist Center Copenhagen, was founded in 1972 by Ol&eacute; and Hannah Nydahl in Copenhagen, Denmark. After a visit from the Sixteenth Karmapa, the center made plans to move to a larger facility, with the move completed by 1975.&nbsp;</p>",Q12304594
1509,,Karma Triyana Dharmachakra,,,,"<p>
	Karma Triyana Dharmachakra is a Karma Kagyu monastery and Buddhist center located in Woodstock, New York. It was founded in with the sponsorship of&nbsp;Dr. C. T. Shen (1913-2007) in 1976 by the <a href=""/biographies/view/Sixteenth-Karmapa/TBRC_P865"">Sixteenth Karmapa</a>. It is considered the North American seat of the Karma Kagyu tradition under Ogyen Trinley Dorje, one of two claimants to the title of Seventeenth Karmapa.&nbsp;</p>",Q977642
1510,,Khampa Gar (Tashi Jong),khams pa sgar,ཁམས་པ་སྒར།,,"<p>
	Khampagar is a Drukpa Kagyu monastery founded in 1958 by the&nbsp;<a href=""/biographies/view/Khamtrul-Rinpoche/TBRC_P848"">Eighth Kamtrul Rinpoche</a>, who fled the seat of the Khamtrul incarnation at <a href=""/geographies/view/Khampa-Gar/TBRC_G50"">Khampa Gar</a> monastery&nbsp;in Chamdo as a result of the Communist occupation of Tibet. Originally based in Kalimpong, the exile monastery moved to its present location in Tashi Jong, Himachal Pradesh, India in 1969.</p>",
1511,,Karma Drubgyu Thargay Ling,karma grub brgyud dar rgyas gling,ཀརྨ་གྲུབ་བརྒྱུད་དར་རྒྱས་གླིང།,,"<p>
	Karma Drubgyu Thargay Ling is a Karma Kagyu nunnery located in Himachal Pradesh, northern India. It was founded in the 1960&#39;s by the British-born nun Fredi Bedi, known also as Sister Palmo, under the guidance of the <a href=""/biographies/view/Sixteenth-Karmap/TBRC_P865"">Sixteenth Kar</a><a href=""/biographies/view/mapa/TBRC_P865"">mapa</a>.&nbsp;</p>",
1512,,Karma Drupgyud Choeling,karma grub brgyud chos gling,ཀརྨ་གྲུབ་བརྒྱུད་ཆོས་གླིང།,,"<p>
	Karma Drupgyud Choeling is a Kagyu monastery in Ladakh that was founded by the <a href=""/biographies/view/Sixteenth-Karmapa/TBRC_P865"">Sixteenth Karmapa</a>, who blessed the site in 1967. In 1975 construction began and it was completed in 1976.</p>",
1513,,Shri Karma Raja Mahavihara,'phags zhing zhwa dmar dgon pa,འཕགས་ཞིང་ཞྭ་དམར་དགོན་པ།,,"<p>
	Karma Raja Mahavihara is a Karma Kagyu monastery at the Swayambhunath stupa in Kathmandu, Nepal. The first structure is attributed to the <a href=""/biographies/view/Fourth-Shamar-Rinpoche/TBRC_P317"">Fourth Shamar Rinpoche</a>. The <a href=""/biographies/view/Sixteenth-Karmapa/TBRC_P865"">Sixteenth Karmapa</a> stayed at the monastery for several months during the 1969-1970 winter. At this time the Sixteenth Karmapa initiated its renovation. It was badly damaged in the 2015 earthquake.</p>",
1515,G4419,Tawu Sangngak Chokdrub Ling,rta'u gsang sngags mchog grub gling,རྟའུ་གསང་སྔགས་མཆོག་གྲུབ་གླིང།,,"<p>
	Tawu is&nbsp; Drigung Kagyu monastery in Nyemo, central Tibet. It was founded in 1612 by the twenty-second abbot of <a href=""/geographies/view/Drigung-Monastery/TBRC_G340"">Drigung Monastery</a>, <a href=""/biographies/view/Tashi-Puntsok/TBRC_P4579"">Tashi Puntsok</a>.</p>
<p>
	&nbsp;</p>
<p>
	&nbsp;</p>",
1516,G2635,Lhalam,lha lam dgon,ལྷ་ལམ་དགོན།,,"<p>
	Tsangsar Lhalam is a Barom Kagyu monastery in Nangchen that was founded by a lama named Tsangsar Karma Tenkyong in 1638. It was a family monastery of a branch of the <a href=""/communities/view/Tsangsar/TBRC_TOL1540"">Tsangsar</a> family headed by Orgyen Chopel, the husband of <a href=""/biographies/view/Konchok-Peldron/13692"">Konchok Peldron</a>, <a href=""/biographies/view/Chokgyur-Lingp/TBRC_P564"">Chokgyur Lingp</a>a&#39;s daughter. Their children included <a href=""/biographies/view/Samten-Gyatso/13686"">Samten Gyatso</a>, <a href=""/biographies/view/Tersey-Tulku/13749"">Tersey Tulku</a>, <a href=""/biographies/view/Lama-Sangngak/13748"">Lama Sangngak</a>, and <a href=""/biographies/view/Chime-Dorje/13747"">Chime Dorje</a>, the father of <a href=""/biographies/view/Tulku-Urgyen/TBRC_P867"">Tulku Urgyen</a>. Due to their influence, the monastery became a center for the practice of the revelations of <a href=""/biographies/view/Chokyur-Lingpa/TBRC_P564"">Chokyur Lingpa</a>, known as the Chokling Tersar.&nbsp;</p>",
1517,G1KR2864,Lachab,bla khyab,བླ་ཁྱབ།,,"<p>
	Lachab is a Barom Kagyu monastery in Nangchen. It was traditionally led by the <a href=""/communities/view/Tsangsar/TBRC_TOL1540"">Tsangsar</a> family, and so is also known as Tsangsar Lachab. It was the seat of <a href=""/biographies/view/Samten-Gyatso/13686"">Samten Gyatso</a> and his nephew, <a href=""/geographies/view/Tulku-Urgyen/TBRC_P9901"">Tulku Urgyen</a>.&nbsp;</p>
<p>
	Coordinates kindly provided by Gerd Manusch.</p>",
1518,G46,Sangngak Choling,gsang sngags chos gling,གསང་སྔགས་ཆོས་གླིང།,三安曲林寺,"<p>
	Sangngak Choling is a Drukpa Kagyu monastery in southern Tibet near the Indian and Bhutanese borders. It was founded in 1515 by <a href=""/biographies/view/Pema-Karpo/TBRC_p825"">Pema Karpo</a> and expanded by the <a href=""/biographies/view/Fifth-Drukchen/TBRC_P877"">Fifth Drukchen</a>.&nbsp;</p>",
1520,G4404,Taser,mtha' ser,མཐའ་སེར།,,"<p>
	Taser is a Kagyu nunnery in Nyemo. At the time of a 2000 survey, there were 33 nuns in residence.&nbsp;</p>",
1521,G4397,Ru Gonsar,ru dgon gsar,རུ་དགོན་གསར།,,"<p>
	Ru Gonsar, located in Nyemo, was founded by <a href=""/biographies/view/Nyemo-Kuzhang-Rinchen-Tashi-Gyeltsen/TBRC_P3747"">Nyemo Kuzhang Rinchen Tashi Gyeltsen</a>&nbsp;of the Zhalu tradition. It later became associated with <a href=""/geographies/view/Hardong-Khamtsem/TBRC_G110"">Hardong Khamtsem</a> of <a href=""/geographies/view/Drepung/TBRC_G108"">Drepung</a> <a href=""/geographies/view/Gomang-College/TBRC_G109"">Gomang College</a>.</p>",
1522,,Labrang Gyuto Dratsang,rgyud stod grwa tshang gsang chen rdo rje gling,རྒྱུད་སྟོད་གྲྭ་ཚང་གསང་ཆེན་རྡོ་རྗེ་གླིང།,,"<p>
	Gyuto Dratsang Sangchen Dorje Ling (rgyud stod grwa tshang gsang chen rdo rje gling), more popularly known as Gyuto Dratsang, meaning the &lsquo;Upper Tantric College,&rsquo; is a monastic college for tantric studies at <a href=""/geographies/view/Labrang-Tashikhyil/TBRC_G162"">Labrang Tashikhyil</a> (bla brang bkra shis &#39;khyil) Monastery. It is maintained that the college was founded by the <a href=""/biographies/view/Fifth-Jamyang-Zhepa,-Yeshe-Tenpai-Gyaltsen/TBRC_P1495"">Fifth Jamyang Zhepa, Yeshe Tenpai Gyaltsen</a> (&#39;jam dbyangs bzhad pa 05 ye shes bstan pa&#39;i rgyal mtshan, 1916&ndash;1942), in 1928. In 1937, the Fifth Jamyang Zhepa and his brother, the <a href=""/biographies/view/Fourth-Belmang,-Jigme-Tsultrim-Namgyel/TBRC_P5368"">Fourth Belmang, Jigme Tsultrim Namgyel</a> (dbal mang 04 &#39;jigs med tshul khrims rnam rgyal (1918(?)/1920&ndash;1957), traveled to Central Tibet. When they returned to Amdo in 1941, they brought along tantric masters from <a href=""/geographies/view/Gyuto-Monastery/TBRC_G236"">Gyuto Monastery</a> (rgyud stod grwa tshang) in Lhasa. The Fifth Jamyang Zhepa then assigned his brother, the Fourth Belmang, to build the college infrastructure, including the assembly hall and ritual chapels, which were completed within two years. The college was formally inaugurated in 1943.</p>
<p>
	The college follows the tantric tradition and practice and adopts the same academic curriculum and administrative system as Gyuto Monastery of Lhasa, Central Tibet. It thus assumes the eponym from the central tantric monastery in Lhasa</p>
<p>
	Gyuto Dratsang is one of the four Tantric colleges of Labrang Monastery, the others being Gyume Dratsang (rgyud smad grwa tshang), <a href=""/geographies/view/Kyedor-Dratsang/TBRC_G3212"">Kyedor Dratsang</a> (kya&#39;i rdor grwa tshang), and <a href=""/geographies/view/Dukhor-Dratsang/TBRC_G8LS12072"">Dukhor Dratsang</a> (dus &#39;khor grwa tshang). Labrang also has two non-tantric monastic colleges&mdash;Tsenyi Dratsang (mtshan nyid grwa tshang) and <a href=""/geographies/view/Menpa-Dratsang/TBRC_G1716"">Menpa Dratsang</a> (sman pa grwa tshang).</p>",
1523,,Labrang Gyume Dratsang,bla brang rgyud smad grwa tshang,བླ་བྲང་རྒྱུད་སྨད་གྲྭ་ཚང།,,"<p>
	Gyume Dratsang (rgyud smad grwa tshang) is a monastic college for tantric studies at <a href=""/geographies/view/Labrang-Tashikhyil/TBRC_G162"">Labrang Tashikhyil</a> (bla brang bkra shis &#39;khyil) Monastery. It was established by the <a href=""/biographies/view/First-Jamyang-Zhepa,-Jamyang-Zhepai-Dorje/TBRC_P423"">First Jamyang Zhepa, Jamyang Zhepai Dorje</a> (&#39;jam dbyangs bzhad pa 01 &#39;jam dbyangs bzhad pa&#39;i rdo rje, 1648&ndash;1721/1722), in 1716. Some scholars, however, date the establishment of the college as 1719.<br />
	<br />
	The college follows the tantric tradition and practice and adopts the academic curriculum and administrative system of <a href=""/geographies/view/Gyume-Monastery/TBRC_G394"">Gyume Monastery</a> (rgyud smad grwa tshang) of Lhasa, Central Tibet. It thus assumes the eponym from the central tantric monastery in Lhasa.<br />
	<br />
	Gyume Dratsang is one of the four Tantric colleges of Labrang Monastery, the others being Gyuto Dratsang (rgyud stod grwa tshang), <a href=""/geographies/view/Kyedor-Dratsang/TBRC_G3212"">Kyedor Dratsang</a> (kya&#39;i rdor grwa tshang), and <a href=""/geographies/view/Dukhor-Dratsang/TBRC_G8LS12072"">Dukhor Dratsang</a> (dus &#39;khor grwa tshang). Labrang also has two non-tantric monastic colleges&mdash;Tsenyi Dratsang (mtshan nyid grwa tshang) and <a href=""/geographies/view/Menpa-Dratsang/TBRC_G1716"">Menpa Dratsang</a> (sman pa grwa tshang).</p>",
1524,,Ghum Yiga Choeling,yid dga chos gling,ཡིད་དག་ཆོས་གླིང།,,"<p>
	Yiga Choeling is a Geluk monastery located in Ghum, Darjeeling, in northern India. It was founded by Geshe Sherab Gyatso.</p>",Q3320284
1526,G1PD110073,Dubdi,sgrub sde gsang sngag rdo rje gdan,སྒྲུབ་སྡེ་གསང་སྔག་རྡོ་རྗེ་གདན།,,"<p>
	Dubdi, also known as Yukzom, is a Nyingma monastery in Sikkim that was founded in 1701 during the reign of Chakdor Namgyal, the Third King of Sikkim.&nbsp;</p>",Q5310691
1527,G1PD110069,Sangngak Choling Sikkim,gsang sngags chos gling,གསང་སྔགས་ཆོས་གླིང།,,"<p>
	Sangngak Choling is a Nyingma monastery in Sikkim that was founded in the seventeenth century.</p>",Q7417762
1528,G1PD110075,Doling,rdo gling dgon,རྡོ་གླིང་དགོན།,,"<p>
	Doling is a Nyingma monastery in Sikkim that was founded in the eighteenth century.&nbsp;</p>",
1529,G1PD110070,Ralong,ra langs karma rab brtan gling,ར་ལངས་ཀརྨ་རབ་བརྟན་གླིང།,,"<p>
	Karma Rabten Ling, also known as Old Ralong, is a Karma Kagyu monastery located in Sikkim. It was founded in the eighteenth century. There are two monasteries at Ralong, one called Old Ralong and a new monastery called Ralong Palchen Choling that was built in 1995</p>",Q7286865
1530,,Men-tsee-khang,sman rtsis khang / rda ram sa la,སྨན་རྩིས་ཁང་། རྡ་རམ་ས་ལ།,,"<p>
	Men-tsee-khang, also known as Tibetan Medical and Astro-Science Institute, is the central Tibetan institute for research, study, and practice of traditional Tibetan Medicine and Astrology based in the Dharamsala town of Himachal Pradesh in India. After the Fourteenth Dalai Lama fled Tibet following the Chinese communist occupation, he re-established Men-tsee-khang in Dharamsala on March 23, 1961, to replicate the <a href=""/geographies/view/Mentsikhang/TBRC_G270"">Mentsikhang</a> in Lhasa that was founded by <a href=""/biographies/view/Tekhang-Jampa-Tubwang/TBRC_P2181"">Tekhang Jampa Tubwang</a> under the leadership of the <a href=""/biographies/view/Thirteenth-Dalai-Lama/TBRC_P197"">Thirteenth Dalai Lama</a> in 1916. Initially operating as schools of medicine and astrology at <a href=""/geographies/view/Chopra-House/TBRC_TOL1471"">Chopra House</a> and Glenmore Cottage, they were merged as 1967 and then relocated to the present site on the Khara Danda Road in 1982.<br />
	<br />
	According to the institutional mission, it aims to &ldquo;improve the health and sanitation of the refugees in particular and the public in general and to establish dispensaries in order to provide accessible health care to all people.&rdquo;<br />
	<br />
	The Men-tsee-khang runs a college, a research and publication department, pharmacology and pharmaceuticals department, and branch clinics and centers across the world.</p>",
1532,G3JT13480,Dranggyekha,'brang rgyas kha dgon,འབྲང་རྒྱས་ཁ་དགོན།,,"<p>
	Dranggyekha is a Drukpa Kagyu monastery in Paro, Bhutan. It was established in the fourteenth century by <a href=""/biographies/view/Barawa-Gyeltsen-Pelzang/TBRC_P1932"">Barawa Gyeltsen Pelzang</a>.</p>",
1533,G4717,Do Chorten,,,,"<p>
	Do Chorten is a Drukpa Kagyu monastery in Bhutan. In the fourteenth century it was given to <a href=""/biographies/view/Barawa-Gyeltsen-Pelzang/TBRC_P1932"">Barawa Gyeltsen Pelzang</a>, but has since reverted to the Drukpa tradition.&nbsp;</p>",
